    세키로 8화] 빤스런만이 살길! 거대 백사와 숨바꼭질! (Sekiro: Shadows Die Twice)  ,50:02:00,"29,663",354,2019. 4. 4.,https://www.youtube.com/watch?v=ltCxlZii4QE&list=PLyOJ5ZNIl-zAtoqaLzNW3YYpwYTU8cy1a&index=9&t=0s
    세키로 9화] 기마보스 오니교부 2트만에 클리어! (Sekiro: Shadows Die Twice)  ,55:02:00,"23,629",260,2019. 4. 5.,https://www.youtube.com/watch?v=aKPwhusziFA&list=PLyOJ5ZNIl-zAtoqaLzNW3YYpwYTU8cy1a&index=10&t=0s
    세키로 10화] 환불의 쵸 입장하십니다! (Sekiro: Shadows Die Twice)  ,48:24:00,"26,080",366,2019. 4. 6.,https://www.youtube.com/watch?v=3x5m-w4iJ6s&list=PLyOJ5ZNIl-zAtoqaLzNW3YYpwYTU8cy1a&index=11&t=0s
"    정가 31,000원 게임 환불했습니다! 갓겜인줄 알았는데..? (My little riding champion)  ",42:39:00,"100,620","1,471",2019. 4. 27.,https://www.youtube.com/watch?v=Br8gXBW0PYc&list=PL4F2B3A226F71DF50&index=2&t=0s
    미친랜서게임! 항아리게임과 미친말게임이 만나면 이런 혼종이?!  (BALANCELOT)  ,39:02:00,"97,391","1,669",2019. 4. 13.,https://www.youtube.com/watch?v=92hlUnqj1z0&list=PL4F2B3A226F71DF50&index=3&t=0s
    음원차트 1위 가수 에픽하이와 함께 슈퍼 마리오 파티!  ,42:39:00,"82,357","1,597",2019. 3. 17.,https://www.youtube.com/watch?v=oE_5lW0CbTg&list=PL4F2B3A226F71DF50&index=4&t=0s
    항아리 게임 제작자가 참여한 고릴라 탈출 게임! (Ape Out)  ,1:21:27,"134,302","1,827",2019. 3. 8.,https://www.youtube.com/watch?v=3uzd_rwT-JE&list=PL4F2B3A226F71DF50&index=5&t=0s
    소리만 듣고 염소의 울음소리인지 사람의 목소리인지 맞추는 병맛게임! (Goat or Throat)  ,33:06:00,"62,397","1,365",2019. 3. 2.,https://www.youtube.com/watch?v=3J4cKUWRMmc&list=PL4F2B3A226F71DF50&index=6&t=0s
    대도서관 리와인드] 단군이래 유교방송 최대위기!  ,25:32:00,"258,181","4,941",2019. 3. 1.,https://www.youtube.com/watch?v=CAkaMZwcltw&list=PL4F2B3A226F71DF50&index=7&t=0s
    문명6 새확장팩! 신규문명 마오리족을 했지만 빠르게 리겜해야 했던 이유! [문명6 확장팩 몰려드는 폭풍]  ,33:02:00,"56,515",747,2019. 2. 18.,https://www.youtube.com/watch?v=d0yqwURUWUA&list=PL4F2B3A226F71DF50&index=8&t=0s
    운전자 대공감! 가장 빡치게 하는 운전자 유형 월드컵!  ,8:06,"158,352","3,035",2019. 2. 18.,https://www.youtube.com/watch?v=9kqC0BSHroI&list=PL4F2B3A226F71DF50&index=9&t=0s
    전투기 게임에 지나치게 과몰입한 머기업 스트리머! [대도서관의 에이스컴뱃7]  ,32:51:00,"77,666","1,494",2019. 2. 13.,https://www.youtube.com/watch?v=BKCKpBTe0L8&list=PL4F2B3A226F71DF50&index=10&t=0s
    남편이 아내한테 등짝 스매싱 맞는 흔한 이유! (대도서관X윰댕)  ,13:03,"355,001","4,815",2019. 2. 8.,https://www.youtube.com/watch?v=Z0adKAXtfg8&list=PL4F2B3A226F71DF50&index=11&t=0s
    대도서관] 60초 1화 - 핵전쟁에서 살아남기 생존 게임 (60 Seconds!)  ,44:09:00,"1,137,833","4,400",2015. 5. 30.,https://www.youtube.com/watch?v=_UTOaKW0BJQ&list=PLyOJ5ZNIl-zAPBRsPpjFCp16h66641R9T&index=2&t=0s
    대도서관] 60초 2화 - 핵전쟁에서 살아남기 생존 게임 (60 Seconds!)  ,35:30:00,"431,611","1,958",2015. 6. 1.,https://www.youtube.com/watch?v=Ulmsmwi9R58&list=PLyOJ5ZNIl-zAPBRsPpjFCp16h66641R9T&index=3&t=0s
    대도서관] 60초 3화 - 우리 딸이 문도? / 핵전쟁에서 살아남기 생존 게임 (60 Seconds!)  ,39:43:00,"403,810","1,874",2015. 6. 2.,https://www.youtube.com/watch?v=Y8kH4l7Ft84&list=PLyOJ5ZNIl-zAPBRsPpjFCp16h66641R9T&index=4&t=0s
    대도서관] 60초 4화 - 클리어 했어? / 핵전쟁에서 살아남기 생존 게임 (60 Seconds!)  ,44:32:00,"352,812","1,792",2015. 6. 4.,https://www.youtube.com/watch?v=iFm43iNpMkw&list=PLyOJ5ZNIl-zAPBRsPpjFCp16h66641R9T&index=5&t=0s
